userId,username,type,description,amount,createdAt
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:03:10.018
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:03:10.585
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:03:10.788
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:04:00.019
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:04:00.771
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:04:45.628
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:04:46.352
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:05:11.8
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:05:12.54
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:05:29.974
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:05:30.681
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:05:32.539
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:07:00.789
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:07:00.968
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:07:23.159
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:07:23.857
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:07:38.079
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:09:38.243
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:09:53.737
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:11:54.965
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:13:33.655
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:13:33.879
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:14:16.343
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:20:27.276
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:20:27.994
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:22:57.188
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:22:57.943
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:22:58.532
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:29:06.834
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:29:35.356
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:29:35.552
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:29:58.08
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:29:58.778
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:31:00.474
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:31:33.924
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 13:32:34.934
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 13:34:26
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 13:34:40.108
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 13:35:11.15
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:35:13.304
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:37:28.755
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 13:38:15.465
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 13:39:07.174
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 13:39:07.826
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:39:40.428
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:41:38.306
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:42:09.035
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:42:15.946
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:42:16.157
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:42:16.687
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:42:16.899
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:42:17.507
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:42:17.689
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:42:18.233
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:42:18.416
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:42:18.953
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:42:19.755
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:42:51.77
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:43:15.893
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:47:01.484
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:48:35.809
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:48:53.469
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 13:48:54.212
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:48:54.813
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:49:14.218
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 13:51:17.056
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 13:52:00.041
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 13:52:00.706
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 13:52:51.071
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:00:11.687
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:00:41.756
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:00:42.416
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:01:39.667
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 14:01:41.566
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:04:08.765
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:04:09.423
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:04:10.158
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:04:10.801
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:04:11.449
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:04:12.11
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:04:12.714
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:06:05.36
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 14:06:59.854
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:07:51.48
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 14:07:53.308
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:10:13.539
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:10:14.186
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:10:58.568
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:11:36.42
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:12:07.902
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:13:11.821
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,"Export: TIFF, PDF",-2,2026-04-28 14:14:37.161
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:15:35.849
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:15:37.106
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:17:28.631
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:18:27.231
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:19:38.464
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:20:09.559
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:20:37.137
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:20:37.767
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:21:29.213
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: PDF,-1,2026-04-28 14:23:38.406
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:27:28.144
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:28:09.893
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:28:27.35
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:28:27.827
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:28:28.326
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:29:02.894
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:29:09.036
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,Export: TIFF,-1,2026-04-28 14:29:09.981
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:29:37.773
cmoilcgeq389cqo0f7wk908dj,BANNED-Attacker,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:29:43.734
